Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2216,ORD-2023216,2023-03-09,2023-03-11,Standard Class,CUST-3216,Hazel Gour,Prime Member,India,Madurai,Tamil Nadu,337464,East,PROD-5216,Sports & Fitness,Cricket Bat,Cricket Bat - Nivia,25358.43,4,0.1,3109.36
2217,ORD-2023217,2021-12-05,2021-12-07,First Class,CUST-3217,Rhea Swamy,Bulk Buyer,India,Howrah,West Bengal,932439,South,PROD-5217,Books,Children,Children - Penguin India,3877.76,3,0.1,118.32
2218,ORD-2023218,2021-10-27,2021-10-30,First Class,CUST-3218,Raunak Gour,Prime Member,India,Lucknow,Uttar Pradesh,163102,South,PROD-5218,Sports & Fitness,Cricket Bat,Cricket Bat - SS,6513.74,4,0.1,-694.13
2219,ORD-2023219,2021-05-04,2021-05-06,Same Day,CUST-3219,Ayesha Hari,Prime Member,India,Udaipur,Rajasthan,201631,North,PROD-5219,Beauty & Personal Care,Shampoo,Shampoo - Lakme,24846.36,2,0.1,730.24
2220,ORD-2023220,2021-10-21,2021-10-24,Second Class,CUST-3220,Hazel Batra,Bulk Buyer,India,New Delhi,Delhi,929431,North,PROD-5220,Fashion,Jeans,Jeans - Max,2686.99,1,0.2,71.56
2221,ORD-2023221,2021-12-27,2021-12-28,Second Class,CUST-3221,Damini Atwal,Bulk Buyer,India,Howrah,West Bengal,275470,South,PROD-5221,Electronics,Smartwatch,Smartwatch - Realme,10245.22,1,0.0,7.41
2222,ORD-2023222,2023-01-27,2023-02-02,Same Day,CUST-3222,Kaira Gulati,Prime Member,India,Hyderabad,Telangana,437888,East,PROD-5222,Electronics,Power Bank,Power Bank - boAt,14137.21,1,0.2,431.07
2223,ORD-2023223,2021-05-10,2021-05-13,Same Day,CUST-3223,Misha Wadhwa,Bulk Buyer,India,Indore,Madhya Pradesh,608273,North,PROD-5223,Home & Kitchen,Cookware Set,Cookware Set - Cello,3592.63,2,0.2,-120.48
2224,ORD-2023224,2022-01-05,2022-01-11,Same Day,CUST-3224,Prisha Bhalla,Regular Buyer,India,Kanpur,Uttar Pradesh,818606,East,PROD-5224,Home & Kitchen,Bedsheet,Bedsheet - Borosil,19249.18,3,0.0,756.69
2225,ORD-2023225,2021-02-12,2021-02-17,Second Class,CUST-3225,Veer Gala,Regular Buyer,India,Howrah,West Bengal,749254,West,PROD-5225,Electronics,Smartphone,Smartphone - Realme,10023.75,2,0.05,-468.76
2226,ORD-2023226,2021-04-12,2021-04-14,Second Class,CUST-3226,Madhup Tripathi,Prime Member,India,Mumbai,Maharashtra,54262,South,PROD-5226,Books,Biography,Biography - Scholastic India,28931.35,2,0.1,-1460.44
2227,ORD-2023227,2023-01-15,2023-01-18,First Class,CUST-3227,Dhruv Bhargava,Regular Buyer,India,Ahmedabad,Gujarat,600529,West,PROD-5227,Home & Kitchen,Mixer Grinder,Mixer Grinder - Borosil,23833.86,2,0.05,-87.22
2228,ORD-2023228,2023-06-06,2023-06-11,Standard Class,CUST-3228,Dhanuk Ahuja,Bulk Buyer,India,Mysore,Karnataka,780099,West,PROD-5228,Fashion,Kurtis,Kurtis - Biba,24862.73,4,0.1,1395.74
2229,ORD-2023229,2021-07-19,2021-07-20,First Class,CUST-3229,Riaan Raju,Prime Member,India,Surat,Gujarat,162047,East,PROD-5229,Fashion,Kurtis,Kurtis - Biba,21062.78,1,0.1,1014.18
2230,ORD-2023230,2022-06-14,2022-06-19,First Class,CUST-3230,Devansh Deshmukh,Bulk Buyer,India,Mumbai,Maharashtra,845718,North,PROD-5230,Home & Kitchen,Mixer Grinder,Mixer Grinder - Pigeon,9648.07,2,0.0,1233.54
2231,ORD-2023231,2021-04-30,2021-05-06,Second Class,CUST-3231,Samar Choudhry,Prime Member,India,Udaipur,Rajasthan,700884,North,PROD-5231,Books,Children,Children - HarperCollins India,11547.4,1,0.1,38.07
2232,ORD-2023232,2021-11-10,2021-11-11,Standard Class,CUST-3232,Ehsaan Dora,Regular Buyer,India,Indore,Madhya Pradesh,343891,South,PROD-5232,Home & Kitchen,Curtains,Curtains - Hawkins,26143.29,2,0.2,51.13
2233,ORD-2023233,2023-01-24,2023-01-26,Standard Class,CUST-3233,Shaan Sodhi,Prime Member,India,Bhopal,Madhya Pradesh,465721,West,PROD-5233,Beauty & Personal Care,Face Wash,Face Wash - Himalaya,10425.99,4,0.2,546.68
2234,ORD-2023234,2023-02-13,2023-02-14,First Class,CUST-3234,Nirvaan Bera,Bulk Buyer,India,Nagpur,Maharashtra,787967,West,PROD-5234,Electronics,Smartwatch,Smartwatch - boAt,16870.18,2,0.0,-278.13
2235,ORD-2023235,2021-12-10,2021-12-11,Standard Class,CUST-3235,Kiaan Vohra,Prime Member,India,Surat,Gujarat,749990,West,PROD-5235,Books,Exam Preparation,Exam Preparation - Rupa Publications,9696.23,4,0.05,-439.24
2236,ORD-2023236,2021-01-03,2021-01-04,Second Class,CUST-3236,Reyansh Chandra,Bulk Buyer,India,Hyderabad,Telangana,466186,North,PROD-5236,Home & Kitchen,Storage Box,Storage Box - Pigeon,9814.83,1,0.0,-268.75
2237,ORD-2023237,2023-04-10,2023-04-13,First Class,CUST-3237,Mannat Raman,Regular Buyer,India,Surat,Gujarat,183598,North,PROD-5237,Books,Fiction,Fiction - Scholastic India,7277.8,4,0.2,169.31
2238,ORD-2023238,2022-10-18,2022-10-19,Same Day,CUST-3238,Ojas Sengupta,Prime Member,India,New Delhi,Delhi,498210,East,PROD-5238,Electronics,Power Bank,Power Bank - OnePlus,9086.66,2,0.1,1064.24
2239,ORD-2023239,2021-08-10,2021-08-14,First Class,CUST-3239,Emir Dyal,Bulk Buyer,India,Lucknow,Uttar Pradesh,675687,North,PROD-5239,Beauty & Personal Care,Moisturizer,Moisturizer - Biotique,2326.04,1,0.1,-51.18
2240,ORD-2023240,2021-09-16,2021-09-20,First Class,CUST-3240,Lavanya Gulati,Regular Buyer,India,Bangalore,Karnataka,634261,North,PROD-5240,Home & Kitchen,Storage Box,Storage Box - Cello,7581.53,4,0.1,-441.1
2241,ORD-2023241,2021-06-04,2021-06-06,Standard Class,CUST-3241,Amira Som,Regular Buyer,India,Surat,Gujarat,992310,West,PROD-5241,Home & Kitchen,Storage Box,Storage Box - Cello,1025.38,4,0.05,-21.83
2242,ORD-2023242,2023-01-03,2023-01-06,Standard Class,CUST-3242,Shamik Shere,Bulk Buyer,India,Surat,Gujarat,100044,East,PROD-5242,Electronics,Smartphone,Smartphone - boAt,28944.27,3,0.05,1440.0
2243,ORD-2023243,2022-09-25,2022-09-28,Same Day,CUST-3243,Vritika Kohli,Bulk Buyer,India,New Delhi,Delhi,491463,East,PROD-5243,Books,Comics,Comics - HarperCollins India,28708.96,1,0.0,2431.73
2244,ORD-2023244,2022-05-13,2022-05-18,Same Day,CUST-3244,Rasha Keer,Regular Buyer,India,Kanpur,Uttar Pradesh,685230,East,PROD-5244,Fashion,Jeans,Jeans - W for Woman,18584.19,1,0.05,-834.98
2245,ORD-2023245,2023-01-30,2023-01-31,Second Class,CUST-3245,Tara Sem,Prime Member,India,Nagpur,Maharashtra,86662,East,PROD-5245,Sports & Fitness,Dumbbells,Dumbbells - SS,1084.47,4,0.1,-21.13
2246,ORD-2023246,2021-03-18,2021-03-21,Second Class,CUST-3246,Aaryahi Bumb,Prime Member,India,Pune,Maharashtra,693825,North,PROD-5246,Beauty & Personal Care,Shampoo,Shampoo - Biotique,12079.57,3,0.2,64.56
2247,ORD-2023247,2022-12-12,2022-12-14,Second Class,CUST-3247,Bhavin Venkatesh,Regular Buyer,India,Ahmedabad,Gujarat,803453,South,PROD-5247,Fashion,Shoes,Shoes - Peter England,615.51,4,0.2,25.63
2248,ORD-2023248,2021-06-08,2021-06-13,Same Day,CUST-3248,Rhea Bail,Regular Buyer,India,Lucknow,Uttar Pradesh,269045,East,PROD-5248,Electronics,Earphones,Earphones - Realme,27835.74,4,0.0,3799.08
2249,ORD-2023249,2021-10-19,2021-10-24,Same Day,CUST-3249,Rhea Sarkar,Bulk Buyer,India,New Delhi,Delhi,180619,South,PROD-5249,Home & Kitchen,Mixer Grinder,Mixer Grinder - Pigeon,13543.31,2,0.05,639.82
2250,ORD-2023250,2021-04-10,2021-04-14,Second Class,CUST-3250,Rati Sarma,Regular Buyer,India,Bhopal,Madhya Pradesh,735563,North,PROD-5250,Books,Children,Children - HarperCollins India,21492.19,4,0.2,-290.52
2251,ORD-2023251,2022-11-05,2022-11-11,Standard Class,CUST-3251,Romil Mannan,Prime Member,India,Ahmedabad,Gujarat,728925,North,PROD-5251,Sports & Fitness,Cricket Bat,Cricket Bat - SS,18233.3,4,0.2,-2284.31
2252,ORD-2023252,2022-06-07,2022-06-13,Standard Class,CUST-3252,Oorja Butala,Regular Buyer,India,Hyderabad,Telangana,393795,South,PROD-5252,Beauty & Personal Care,Lipstick,Lipstick - Dabur,1224.2,3,0.05,137.1
2253,ORD-2023253,2021-12-01,2021-12-02,Same Day,CUST-3253,Armaan Loke,Prime Member,India,Indore,Madhya Pradesh,726623,South,PROD-5253,Fashion,Shoes,Shoes - Pantaloons,10881.2,3,0.1,1265.77
2254,ORD-2023254,2021-11-04,2021-11-09,Same Day,CUST-3254,Devansh Ray,Prime Member,India,Bangalore,Karnataka,260907,East,PROD-5254,Home & Kitchen,Mixer Grinder,Mixer Grinder - Prestige,23632.65,4,0.2,1569.4
2255,ORD-2023255,2021-05-28,2021-05-30,Second Class,CUST-3255,Neysa Kale,Bulk Buyer,India,Mumbai,Maharashtra,845662,South,PROD-5255,Sports & Fitness,Football,Football - Cosco,21230.54,4,0.05,-453.06
2256,ORD-2023256,2021-08-18,2021-08-19,Second Class,CUST-3256,Gatik Kumer,Regular Buyer,India,Lucknow,Uttar Pradesh,108340,North,PROD-5256,Books,Fiction,Fiction - HarperCollins India,24562.18,3,0.05,-82.6
2257,ORD-2023257,2021-06-28,2021-06-29,Same Day,CUST-3257,Mamooty Sridhar,Bulk Buyer,India,Kanpur,Uttar Pradesh,641324,North,PROD-5257,Home & Kitchen,Storage Box,Storage Box - Hawkins,9165.47,4,0.0,644.29
2258,ORD-2023258,2022-10-16,2022-10-21,Standard Class,CUST-3258,Divyansh Agarwal,Bulk Buyer,India,Bangalore,Karnataka,963756,South,PROD-5258,Home & Kitchen,Cookware Set,Cookware Set - Hawkins,13175.63,2,0.0,-266.45
2259,ORD-2023259,2021-06-13,2021-06-14,First Class,CUST-3259,Neysa Sur,Prime Member,India,Madurai,Tamil Nadu,443496,West,PROD-5259,Books,Fiction,Fiction - S Chand,3086.29,2,0.1,-96.34
2260,ORD-2023260,2022-04-29,2022-05-04,Same Day,CUST-3260,Sumer Chokshi,Bulk Buyer,India,Hubli,Karnataka,1023,South,PROD-5260,Sports & Fitness,Yoga Mat,Yoga Mat - Cosco,2894.32,2,0.1,-199.93
2261,ORD-2023261,2022-08-27,2022-09-01,Second Class,CUST-3261,Misha Kamdar,Bulk Buyer,India,New Delhi,Delhi,934929,South,PROD-5261,Beauty & Personal Care,Perfume,Perfume - Patanjali,4463.3,3,0.0,360.66
2262,ORD-2023262,2021-04-23,2021-04-26,Same Day,CUST-3262,Taimur Raval,Regular Buyer,India,Mysore,Karnataka,116647,East,PROD-5262,Electronics,Earphones,Earphones - Samsung,18244.69,2,0.1,1022.65
2263,ORD-2023263,2023-01-06,2023-01-12,Second Class,CUST-3263,Jayan Bajaj,Prime Member,India,Lucknow,Uttar Pradesh,645620,North,PROD-5263,Electronics,Smartwatch,Smartwatch - boAt,11750.56,1,0.2,788.31
2264,ORD-2023264,2021-07-26,2021-07-31,Same Day,CUST-3264,Indranil Biswas,Regular Buyer,India,New Delhi,Delhi,270012,North,PROD-5264,Electronics,Laptop,Laptop - boAt,14642.41,4,0.0,2390.24
2265,ORD-2023265,2023-03-04,2023-03-09,Second Class,CUST-3265,Piya Chada,Regular Buyer,India,Madurai,Tamil Nadu,411383,West,PROD-5265,Fashion,T-Shirt,T-Shirt - Max,12515.36,2,0.0,831.42
2266,ORD-2023266,2021-07-03,2021-07-08,Second Class,CUST-3266,Amira Kalla,Bulk Buyer,India,Coimbatore,Tamil Nadu,773653,North,PROD-5266,Books,Exam Preparation,Exam Preparation - Penguin India,17888.46,2,0.0,1511.35
2267,ORD-2023267,2023-06-08,2023-06-10,Second Class,CUST-3267,Suhana Reddy,Bulk Buyer,India,Udaipur,Rajasthan,701284,West,PROD-5267,Electronics,Earphones,Earphones - boAt,4999.6,1,0.0,549.6
2268,ORD-2023268,2022-03-26,2022-03-30,First Class,CUST-3268,Aaryahi Mammen,Regular Buyer,India,Udaipur,Rajasthan,970062,West,PROD-5268,Sports & Fitness,Dumbbells,Dumbbells - Cosco,20759.28,1,0.0,-2927.93
2269,ORD-2023269,2023-03-02,2023-03-06,Second Class,CUST-3269,Onkar Contractor,Bulk Buyer,India,Mysore,Karnataka,212917,West,PROD-5269,Home & Kitchen,Mixer Grinder,Mixer Grinder - Prestige,24865.4,4,0.1,2110.09
2270,ORD-2023270,2021-03-13,2021-03-14,Second Class,CUST-3270,Shanaya Dora,Prime Member,India,Hyderabad,Telangana,657311,East,PROD-5270,Sports & Fitness,Football,Football - Vector X,4789.05,2,0.1,103.85
2271,ORD-2023271,2022-07-06,2022-07-07,First Class,CUST-3271,Damini Goel,Bulk Buyer,India,Hyderabad,Telangana,701892,South,PROD-5271,Beauty & Personal Care,Lipstick,Lipstick - Biotique,2254.82,4,0.05,300.25
2272,ORD-2023272,2023-01-05,2023-01-08,Standard Class,CUST-3272,Arhaan Bir,Regular Buyer,India,Hyderabad,Telangana,343258,East,PROD-5272,Beauty & Personal Care,Lipstick,Lipstick - Patanjali,19298.84,4,0.0,3293.81
2273,ORD-2023273,2022-10-17,2022-10-18,Standard Class,CUST-3273,Lakshay Jha,Prime Member,India,Indore,Madhya Pradesh,206988,East,PROD-5273,Books,Exam Preparation,Exam Preparation - Penguin India,19856.85,4,0.2,4.9
2274,ORD-2023274,2021-03-11,2021-03-15,Second Class,CUST-3274,Heer Kumer,Regular Buyer,India,Pune,Maharashtra,604083,North,PROD-5274,Sports & Fitness,Football,Football - Nivia,25903.88,1,0.2,746.07
2275,ORD-2023275,2021-06-08,2021-06-13,Standard Class,CUST-3275,Nishith Chatterjee,Bulk Buyer,India,Kanpur,Uttar Pradesh,513041,South,PROD-5275,Beauty & Personal Care,Perfume,Perfume - Lakme,10430.39,2,0.2,-718.78
2276,ORD-2023276,2021-04-25,2021-04-30,Second Class,CUST-3276,Riya Mangat,Prime Member,India,Mysore,Karnataka,150515,South,PROD-5276,Fashion,Kurtis,Kurtis - Max,6469.62,3,0.2,-554.04
2277,ORD-2023277,2022-12-29,2023-01-01,Same Day,CUST-3277,Nirvi Varghese,Regular Buyer,India,Howrah,West Bengal,32854,South,PROD-5277,Sports & Fitness,Football,Football - SG,29807.11,1,0.2,529.63
2278,ORD-2023278,2021-03-15,2021-03-17,Same Day,CUST-3278,Kabir Khare,Bulk Buyer,India,Surat,Gujarat,855319,West,PROD-5278,Books,Comics,Comics - Rupa Publications,21273.43,4,0.0,2873.29
2279,ORD-2023279,2021-12-16,2021-12-22,Standard Class,CUST-3279,Ahana  Shetty,Bulk Buyer,India,Mumbai,Maharashtra,50604,East,PROD-5279,Books,Comics,Comics - S Chand,4495.45,3,0.05,-262.57
2280,ORD-2023280,2022-11-18,2022-11-24,Second Class,CUST-3280,Ryan Anand,Bulk Buyer,India,Udaipur,Rajasthan,428868,North,PROD-5280,Home & Kitchen,Mixer Grinder,Mixer Grinder - Hawkins,3865.18,4,0.2,317.86
2281,ORD-2023281,2023-01-05,2023-01-07,Second Class,CUST-3281,Amira Iyer,Prime Member,India,Mysore,Karnataka,561641,East,PROD-5281,Home & Kitchen,Cookware Set,Cookware Set - Milton,21730.62,4,0.0,1288.6
2282,ORD-2023282,2021-09-26,2021-10-02,Same Day,CUST-3282,Vidur Sharma,Regular Buyer,India,Coimbatore,Tamil Nadu,552853,North,PROD-5282,Sports & Fitness,Cricket Bat,Cricket Bat - SG,3375.93,4,0.2,-58.34
2283,ORD-2023283,2023-03-14,2023-03-18,Second Class,CUST-3283,Khushi Rastogi,Bulk Buyer,India,Lucknow,Uttar Pradesh,457618,North,PROD-5283,Fashion,Saree,Saree - Max,12363.65,3,0.0,-450.46
2284,ORD-2023284,2021-09-27,2021-09-30,First Class,CUST-3284,Lavanya Mane,Prime Member,India,Surat,Gujarat,128267,North,PROD-5284,Fashion,Jeans,Jeans - Peter England,14917.62,1,0.2,-418.62
2285,ORD-2023285,2022-04-22,2022-04-27,Second Class,CUST-3285,Anya Jhaveri,Bulk Buyer,India,Kolkata,West Bengal,637716,North,PROD-5285,Fashion,Shoes,Shoes - Peter England,24642.29,2,0.1,603.27
2286,ORD-2023286,2022-06-01,2022-06-06,Second Class,CUST-3286,Divit Hayre,Bulk Buyer,India,Ahmedabad,Gujarat,732468,North,PROD-5286,Home & Kitchen,Bedsheet,Bedsheet - Pigeon,29571.05,2,0.1,556.78
2287,ORD-2023287,2023-05-09,2023-05-14,Same Day,CUST-3287,Aaryahi Shukla,Prime Member,India,Mysore,Karnataka,404499,West,PROD-5287,Sports & Fitness,Yoga Mat,Yoga Mat - SS,1746.35,3,0.2,-75.26
2288,ORD-2023288,2021-07-05,2021-07-06,Same Day,CUST-3288,Vardaniya Gill,Prime Member,India,Hubli,Karnataka,622350,West,PROD-5288,Sports & Fitness,Tennis Racquet,Tennis Racquet - Nivia,9723.4,3,0.2,790.88
2289,ORD-2023289,2022-04-18,2022-04-20,Same Day,CUST-3289,Shanaya Yadav,Regular Buyer,India,Kolkata,West Bengal,613147,North,PROD-5289,Beauty & Personal Care,Moisturizer,Moisturizer - Mamaearth,29925.7,4,0.0,2756.1
2290,ORD-2023290,2021-05-22,2021-05-26,Same Day,CUST-3290,Reyansh Sunder,Regular Buyer,India,Surat,Gujarat,976330,East,PROD-5290,Electronics,Laptop,Laptop - Noise,12817.84,1,0.05,635.39
2291,ORD-2023291,2021-06-16,2021-06-19,Second Class,CUST-3291,Gatik Shenoy,Regular Buyer,India,Bangalore,Karnataka,972897,West,PROD-5291,Beauty & Personal Care,Shampoo,Shampoo - Patanjali,26338.81,3,0.1,-1777.7
2292,ORD-2023292,2022-05-02,2022-05-07,Second Class,CUST-3292,Ojas Kale,Bulk Buyer,India,Surat,Gujarat,633236,West,PROD-5292,Sports & Fitness,Tennis Racquet,Tennis Racquet - HRX,19558.29,2,0.1,-1325.8
2293,ORD-2023293,2021-04-06,2021-04-07,Same Day,CUST-3293,Nayantara Chada,Regular Buyer,India,Kolkata,West Bengal,711717,North,PROD-5293,Home & Kitchen,Mixer Grinder,Mixer Grinder - Cello,7235.54,3,0.2,-598.49
2294,ORD-2023294,2022-03-05,2022-03-10,Standard Class,CUST-3294,Sahil Sethi,Regular Buyer,India,Udaipur,Rajasthan,826824,East,PROD-5294,Home & Kitchen,Cookware Set,Cookware Set - Cello,24891.62,4,0.1,1791.65
2295,ORD-2023295,2023-02-22,2023-02-27,Same Day,CUST-3295,Madhup Biswas,Regular Buyer,India,Hubli,Karnataka,846871,West,PROD-5295,Books,Children,Children - S Chand,14958.15,2,0.1,-863.33
2296,ORD-2023296,2023-03-13,2023-03-19,Same Day,CUST-3296,Jiya Khatri,Regular Buyer,India,Pune,Maharashtra,852897,East,PROD-5296,Fashion,Saree,Saree - W for Woman,12673.48,1,0.05,1215.35
2297,ORD-2023297,2023-04-27,2023-05-01,Same Day,CUST-3297,Madhav Andra,Bulk Buyer,India,New Delhi,Delhi,492495,East,PROD-5297,Sports & Fitness,Tennis Racquet,Tennis Racquet - Nivia,9562.13,4,0.0,-427.16
2298,ORD-2023298,2023-06-09,2023-06-10,Same Day,CUST-3298,Anya Comar,Prime Member,India,Indore,Madhya Pradesh,168348,South,PROD-5298,Sports & Fitness,Yoga Mat,Yoga Mat - SG,15876.74,3,0.1,661.15
2299,ORD-2023299,2022-10-10,2022-10-16,Same Day,CUST-3299,Trisha Balakrishnan,Bulk Buyer,India,Surat,Gujarat,223210,West,PROD-5299,Beauty & Personal Care,Shampoo,Shampoo - Mamaearth,21992.98,4,0.2,641.84
2300,ORD-2023300,2023-03-04,2023-03-06,Standard Class,CUST-3300,Ahana  Manda,Bulk Buyer,India,Indore,Madhya Pradesh,822015,East,PROD-5300,Electronics,Smartphone,Smartphone - Samsung,7923.67,3,0.2,-544.78
2301,ORD-2023301,2021-07-09,2021-07-13,Standard Class,CUST-3301,Tushar Kalla,Regular Buyer,India,Hyderabad,Telangana,74767,West,PROD-5301,Books,Fiction,Fiction - Scholastic India,12101.76,1,0.2,-436.81
2302,ORD-2023302,2023-02-16,2023-02-21,Standard Class,CUST-3302,Aniruddh Sanghvi,Prime Member,India,Nagpur,Maharashtra,339319,North,PROD-5302,Home & Kitchen,Storage Box,Storage Box - Prestige,11580.14,4,0.2,-480.99
2303,ORD-2023303,2021-07-24,2021-07-28,Same Day,CUST-3303,Gokul Vora,Bulk Buyer,India,Bangalore,Karnataka,270212,West,PROD-5303,Home & Kitchen,Bedsheet,Bedsheet - Milton,21490.75,4,0.2,158.5
2304,ORD-2023304,2021-09-12,2021-09-18,Standard Class,CUST-3304,Anahita Ramanathan,Bulk Buyer,India,Madurai,Tamil Nadu,314089,West,PROD-5304,Electronics,Smartwatch,Smartwatch - Noise,9789.5,2,0.2,-61.61
2305,ORD-2023305,2022-01-02,2022-01-03,Standard Class,CUST-3305,Ryan Apte,Bulk Buyer,India,Pune,Maharashtra,763107,West,PROD-5305,Beauty & Personal Care,Moisturizer,Moisturizer - Himalaya,20306.94,4,0.2,33.89
2306,ORD-2023306,2023-04-19,2023-04-24,Second Class,CUST-3306,Damini Seth,Prime Member,India,Hyderabad,Telangana,725961,South,PROD-5306,Electronics,Smartwatch,Smartwatch - OnePlus,22201.07,2,0.1,268.16
2307,ORD-2023307,2022-06-29,2022-07-03,Standard Class,CUST-3307,Stuvan Subramanian,Bulk Buyer,India,New Delhi,Delhi,98943,North,PROD-5307,Home & Kitchen,Mixer Grinder,Mixer Grinder - Pigeon,25043.07,1,0.2,-237.81
2308,ORD-2023308,2021-07-02,2021-07-04,First Class,CUST-3308,Samarth Sen,Regular Buyer,India,Chennai,Tamil Nadu,847506,East,PROD-5308,Electronics,Smartwatch,Smartwatch - OnePlus,364.83,4,0.05,29.48
2309,ORD-2023309,2022-04-17,2022-04-21,First Class,CUST-3309,Nakul Lall,Prime Member,India,Madurai,Tamil Nadu,147614,West,PROD-5309,Sports & Fitness,Cricket Bat,Cricket Bat - Cosco,22374.78,2,0.0,3580.39
2310,ORD-2023310,2021-07-04,2021-07-06,First Class,CUST-3310,Zoya Lad,Regular Buyer,India,Jaipur,Rajasthan,232771,West,PROD-5310,Home & Kitchen,Curtains,Curtains - Prestige,28527.22,4,0.2,1355.76
2311,ORD-2023311,2021-05-25,2021-05-30,First Class,CUST-3311,Anay Dhawan,Prime Member,India,Indore,Madhya Pradesh,179359,East,PROD-5311,Beauty & Personal Care,Perfume,Perfume - Mamaearth,4063.81,3,0.05,350.22
2312,ORD-2023312,2021-12-27,2021-12-29,Second Class,CUST-3312,Emir Wali,Regular Buyer,India,Surat,Gujarat,582045,North,PROD-5312,Home & Kitchen,Storage Box,Storage Box - Borosil,14687.81,1,0.0,1958.91
2313,ORD-2023313,2021-10-03,2021-10-07,Same Day,CUST-3313,Zara Raman,Prime Member,India,Mumbai,Maharashtra,853106,South,PROD-5313,Sports & Fitness,Dumbbells,Dumbbells - SS,22434.33,4,0.1,268.51
2314,ORD-2023314,2023-04-08,2023-04-13,Same Day,CUST-3314,Krish Kota,Regular Buyer,India,Chennai,Tamil Nadu,9242,South,PROD-5314,Books,Children,Children - Penguin India,26126.69,4,0.2,-715.26
2315,ORD-2023315,2022-02-28,2022-03-01,First Class,CUST-3315,Nirvaan Bahri,Prime Member,India,Udaipur,Rajasthan,417209,South,PROD-5315,Sports & Fitness,Dumbbells,Dumbbells - Vector X,16385.83,3,0.2,-2010.81
2316,ORD-2023316,2022-11-17,2022-11-19,First Class,CUST-3316,Ira Vala,Regular Buyer,India,Mysore,Karnataka,290422,East,PROD-5316,Sports & Fitness,Dumbbells,Dumbbells - SG,7077.93,3,0.05,109.45
2317,ORD-2023317,2021-01-13,2021-01-18,Second Class,CUST-3317,Raghav Saini,Regular Buyer,India,Jaipur,Rajasthan,659312,West,PROD-5317,Beauty & Personal Care,Perfume,Perfume - Dabur,29665.11,3,0.05,4071.6
2318,ORD-2023318,2022-02-20,2022-02-21,Standard Class,CUST-3318,Biju Samra,Regular Buyer,India,New Delhi,Delhi,494159,North,PROD-5318,Beauty & Personal Care,Perfume,Perfume - Biotique,22291.03,3,0.1,183.35
2319,ORD-2023319,2022-10-18,2022-10-24,Same Day,CUST-3319,Shalv Chatterjee,Prime Member,India,New Delhi,Delhi,963496,North,PROD-5319,Books,Fiction,Fiction - HarperCollins India,6617.13,4,0.2,-550.03
2320,ORD-2023320,2023-06-08,2023-06-11,Standard Class,CUST-3320,Seher Devan,Bulk Buyer,India,Hyderabad,Telangana,263998,East,PROD-5320,Beauty & Personal Care,Moisturizer,Moisturizer - Lakme,8940.46,4,0.0,556.85
2321,ORD-2023321,2021-01-11,2021-01-14,Standard Class,CUST-3321,Nirvi Hans,Prime Member,India,Mysore,Karnataka,936631,South,PROD-5321,Home & Kitchen,Mixer Grinder,Mixer Grinder - Cello,25163.58,3,0.05,1980.88
2322,ORD-2023322,2022-10-25,2022-10-30,Second Class,CUST-3322,Ojas Ramesh,Bulk Buyer,India,Chennai,Tamil Nadu,270282,East,PROD-5322,Home & Kitchen,Curtains,Curtains - Prestige,25680.04,3,0.0,1205.02
2323,ORD-2023323,2023-03-30,2023-04-02,Second Class,CUST-3323,Aniruddh Bhatti,Regular Buyer,India,Madurai,Tamil Nadu,418072,South,PROD-5323,Home & Kitchen,Bedsheet,Bedsheet - Hawkins,4236.69,3,0.05,354.99
2324,ORD-2023324,2022-08-09,2022-08-13,Standard Class,CUST-3324,Vidur Baral,Prime Member,India,Indore,Madhya Pradesh,995121,East,PROD-5324,Electronics,Smartwatch,Smartwatch - Mi,11438.05,4,0.0,818.0
2325,ORD-2023325,2023-03-17,2023-03-21,First Class,CUST-3325,Bhavin Kaur,Bulk Buyer,India,New Delhi,Delhi,738972,South,PROD-5325,Sports & Fitness,Tennis Racquet,Tennis Racquet - SS,23664.37,4,0.1,-1301.05
2326,ORD-2023326,2021-08-21,2021-08-23,Second Class,CUST-3326,Kartik Acharya,Regular Buyer,India,Lucknow,Uttar Pradesh,140404,South,PROD-5326,Sports & Fitness,Yoga Mat,Yoga Mat - HRX,259.85,4,0.1,39.34
2327,ORD-2023327,2022-06-22,2022-06-23,First Class,CUST-3327,Anahita Goswami,Bulk Buyer,India,Udaipur,Rajasthan,655970,North,PROD-5327,Home & Kitchen,Curtains,Curtains - Borosil,22091.1,3,0.05,1957.34
2328,ORD-2023328,2021-04-19,2021-04-24,First Class,CUST-3328,Chirag Thaman,Prime Member,India,Howrah,West Bengal,80603,South,PROD-5328,Books,Biography,Biography - Scholastic India,13359.17,3,0.05,-546.22
2329,ORD-2023329,2021-01-24,2021-01-25,Standard Class,CUST-3329,Miraan Chakrabarti,Prime Member,India,Coimbatore,Tamil Nadu,180302,South,PROD-5329,Books,Comics,Comics - S Chand,7578.68,4,0.2,-47.16
2330,ORD-2023330,2021-05-29,2021-06-03,Same Day,CUST-3330,Elakshi Chanda,Regular Buyer,India,Chennai,Tamil Nadu,937366,North,PROD-5330,Sports & Fitness,Tennis Racquet,Tennis Racquet - Cosco,23249.93,4,0.2,1362.52
